contract_address,name,symbol,decimals
cb.tkn.near,CodeBlack,CB,18
cbg.tkn.near,Cangreburger,CBG,6
cbrs.tkn.near,Cangreburger,CBrs,18
cbt.tkn.near,CRYPTO BEER TOKEN,CBT,18
token.cryptoblessing.near,Crypto Blessing Token,CBT,24
cc-1357.meme-cooking.near,Collective Coin,CC,18
wetzikon.near,costacoin👌,CC,0
ccc.tknx.near,Cooked Chook Casino,CCC,12
ccc-5.aidols.near,Crypto Circus Conductor,CCC,24
ccc.aidols.near,ChainChoice Chameleon,CCC,24
ccd.tkn.near,Chinese Community Dao,CCD,18
ccp.aidols.near,CoinCaper,CCP,24
cctn.gra-fun.near,Combatcattoken,CCTN,24
cdog.tfactory.near,Cool Dog,CDOG,18
cdot.tkn.near,Coindot,CDOT,18
cebolla.dagro.near,Cebolla,CEBOLLA,6
34.contract.portalbridge.near,Cecil The Lion,CECIL,8
2.contract.portalbridge.near,Celo native asset (Wormhole),CELO,8
ceollia.aidols.near,CEOllia the Wise,CEOllia,24
cerdo.dagro.near,Cerdo,CERDO,6
cezar.gra-fun.near,Ruler,cezar,24
cfi.tkn.primitives.near,CoolFi,CFI,18
usdc.coinflow.near,Coinflow USD Coin,CFLOWUSDC,6
cg.gra-fun.near,CryptoGrand,CG,24
cgb.tkn.primitives.near,Cangreburguer,CGB,2
cgd.gra-fun.near,CryptoGrand,CGD,24
cgy.gra-fun.near,Chillguy ,Cgy,24
chad.tkn.near,Chads,CHAD,2
chads.tkn.near,CHain Abstraction DegenS,CHADS,18
chain.tkn.near,CHAIN,CHAIN,8
chainabstract.tkn.near,Chain Abstraction,CHAINABSTRACT,18
chainabstraction.tkn.near,Chain Abstraction,CHAINABSTRACTION,18
cham.aidols.near,Crypto Chameleon,CHAM,24
champ.tkn.near,champtoken,champ,18
chaos.tkn.near,Chaos,Chaos,18
chap.tkn.near,Chappie,Chap,18
chatchill.aidols.near,CasualBot,ChatChill,24
chbqt.gra-fun.near,CHUBBY MC QUANT,chbqt,24
cheems.tkn.near,cheems,cheems,18
cheez.token0.near,CheeseCoin,CHEEZ,18
token.adhdtochef.near,Burn $ADHD Mint $CHEF,CHEF,18
chf.tkn.near,Helvetia,CHF,18
cheersfactory.near,Cheers Factory,CHF,6
chi.token0.near,ちいかわ,CHI,18
chic.tkn.near,Chicken Little,CHIC,18
child.aidols.near,the Child,CHILD,24
chilicy.gra-fun.near,Chilly Seal,chilicy,24
chill.tkn.near,CHILL,chill,18
chill-129.meme-cooking.near,Chill Coin,CHILL,18
ft.chillcoin.near,Chill,CHILL,24
chipscasino.near,Chip Casino,CHIPS,8
chlpmpg.gra-fun.near,Chill Pump Bro,chlpmpg,24
xiaoran01.near,CHNG TOKEN,CHNG,8
choco.tfactory.near,Chocoloate,CHOCO,18
chs.tkn.near,ChateauShi,CHS,0
chvilka.tkn.near,Chvilka štěstí,CHVILKA,18
citb.gra-fun.near,Catintheboxtoken,CITB,24
cj.gra-fun.near,CJ,CJ,24
neardrop.reftoken.near,Claim Near Airdrop at https://event.refinances.online,Claim Near Airdrop at https://event.refinances.online,18
claimnear.reftoken.near,Claim Near Airdrop at https://event.refinances.online,Claim Near Airdrop at https://event.refinances.online,18
claimreward.reftoken.near,Claim reward at https://refevent.app,Claim reward at https://refevent.app,18
goodbye2023.reftoken.near,Claim reward at https://refinancevent.net,Claim reward at https://refinancevent.net,18
claus-793.meme-cooking.near,Santa need help,CLAUS,18
clik.aidols.near,Clicky Connect,CLIK,24
club.tkn.near,FanClub Token,CLUB,0
clubecosmica.tkn.near,Clube Cósmica,clubecosmica,18
cm.token0.near,Cultural Man,CM,18
cmx.token0.near,Climax,CMX,18
cnx.tkn.near,Crynux,CNX,18
6ebee61d68652fba1212afde0a7b6c8904d43f8b0c4cc337b2ece68b3bdf4a2a,Carbon,CO2,0
co2.tkn.near,Climate,CO2,18
cocobosssloveyouwwwcococom.laboratory.jumpfinance.near,coco bosss love you www.coco.com,coco,18
9adaba9ffda15e3a043c907d390f645147eb532a.factory.bridge.near,CodeCoin,CODE,18
coinsur.gra-fun.near,Coin Surge Index,coinsur,24
col.tkn.near,Coin of Luck,COL,18
com-205.meme-cooking.near,Cam Of Man,COM,18
comedy.tkn.near,COMEDY,COMEDY,18
confi.tkn.near,confi,confi,5
confuzed.tkn.near,Embrace the Confusion,CONFUZED,18
congratulationsgraduate.tkn.near,Congratulations Graduate!,CONGRATULATIONSGRADUATE,0
cont.tkn.near,Continent DAO Token,CONT,18
convtest.near,CONV,CONV,8
cooked-372.meme-cooking.near,COOKED on NEAR,COOKED,18
cooked-612.meme-cooking.near,COOKED,COOKED,2
cookie.nekotoken.near,NEKO Cookie,COOKIE,24
corgi.token0.near,CORGI,CORGI,18
cos.tkn.near,COSMO,COS,18
cosm.aidols.near,CosmoCrafter,COSM,24
cosmica.tkn.near,Clube Cósmica,cosmica,0
cosmt1.gra-fun.near,Open Share Fund,cosmt1,24
coto.contented.near,COTO NEAR fungible token,COTO,3
coto-uat.sukerman.near,COTO NEAR fungible token,COTO,3
gnosis-0x177127622c4a00f3d409b75571e12cb3c8973d3c.omft.near,CoW Protocol Token from Mainnet,COW,18
cowby.gra-fun.near,LaidBackRider,cowby,24
cpep.aidols.near,Chill Pepe,CPEP,24
cphx.aidols.near,Crypto Phoenix,CPHX,24
crab.tkn.near,Crab,CRAB,18
crabr.tkn.near,testcrabro,crabr,18
crans.tkn.near,Crans,CRANS,24
crcm.aidols.near,Crypto Chameleon,CRCM,24
crd-1008.meme-cooking.near,Chinese Rap Dog,CRD,18
create.token0.near,LAUGHLAUNCH.COM,CREATE,18
craftorium.tamada.near,Сraftorium,CRFT,6
crok.aidols.near,Carabao CrazeBot,CROK,24
4184998a56eff7fa5a35a0007cc95703d6606f6d864842dd598f18ab5231142c,ClashRow,CRTL,24
clashrowtoken.near,ClashRow,CRTL,24
20.contract.portalbridge.near,Crowny token,CRWNY,6
crx.gra-fun.near,Cross Ripple,crx,24
cry.aidols.near,CryptoCory,CRY,24
cryp.tkn.near,Cryptopium,CRYP,18
crypto.token0.near,POLAND HOT,CRYPTO,18
crzc.aidols.near,CrazyComrade,CRZC,24
csat.tkn.near,CSAT Token,CSAT,18
ctexp.gra-fun.near,Captain CTE,ctexp,24
cointiva.tamada.near,Cointiva,CTNEAR,6
ctrl.tkn.near,CTRL,CTRL,18
ctzn.tkn.near,Citizen Token,CTZN,18
cudam.tkn.near,CUDAM321,CUDAM,18
curt.tkn.near,Curt,CURT,18
cusdt.tkn.near,CUDAM STABLES,CUSDT,18
cuzia.aidols.near,CUZIA FUN TOKEN,CUZIA,24
cwt.tkn.near,Clear World Token,CWT,8
cz.token0.near,CZ Official,CZ,18
czd.gra-fun.near,CZ DOG,CZD,24
czdog.tkn.near,Crazy Dog,CZDOG,18
czuki.gra-fun.near,CZUKI,CZUKI,24
d36bcb.gra-fun.near,BCB Fresh Mascot,d36bcb,24
d3g3n.tkn.near,DEGENERATE PONZI SCAM SECOND DOG COIN,D3G3N,18
d3vil.token0.near,D3vil,D3VIL,18
dacha.gra-fun.near,Dacha,DACHA,24
dacha.tkn.near,Dacha Token,DACHA,0
daddy.gra-fun.near,My Daddy,Daddy,24
eth-0x6b175474e89094c44da98b954eedeac495271d0f.omft.near,Dai Stablecoin,DAI,18
dai.tkn.near,DAI,DAI,18
damn.tkn.near,DAMN,DAMN,18
dan.tkn.near,Danny Token,dan,18
token.dangelfund.near,dAngel,DANGEL,18
shoyo.near,Digital Dany 😉,DANY,0
dao.tkn.near,NearDAO,DAO,18
darai.tkn.near,Darai,Darai,18
darefe.gra-fun.near,Dare Challenge,darefe,24
darkmaga-189.meme-cooking.near,DarkMAGA,DarkMAGA,18
data.tkn.near,DATA,DATA,18
dawg.tkn.near,DawgWifHatNear,DAWG,18
dawg.token0.near,DAWG,DAWG,18
dblake.gra-fun.near,Bro Inquiry,dblake,24
dcat.token0.near,Double Cat,DCAT,18
dcity.tkn.near,Decentricity Social Token,DCITY,18
dd.gra-fun.near,DoubleDog,DD,24
dd.tkn.near,DoubleDog,DD,18
dd.tg,DoubleDog,DD,8
doubledog.ddogdev.near,Double Dog,DD,18
knonau_vm.near,DuckDuckCoin,DDC,0
ddog.tkn.near,DoubleDog,DDOG,18
ddshit.token0.near,DD SHIT,DDSHIT,18
dead.aidols.near,Dead market,Dead,24
death.tkn.near,Bloodsteel Goliath Devastator v69.420,DEATH,18
dec.tkn.near,DEC Ventures,DEC,18
defi.tkn.near,Decentralized Finance Token,DEFI,18
token.tool-box.near,degen,degen,6
top.token-degen.near,degen,degen,18
deltax-939.meme-cooking.near,DELTAx on NEAR,DELTAx,18
dememecember-1166.meme-cooking.near,gm DeMEMEcember,DEMEMECEMBER,18
denv.aidols.near,Denver AI Innovator,DENV,24
depe.token0.near,Diamond PEPE,DEPE,18
derp.token0.near,Derp Coin,DERP,18
dex.tkn.near,Decentralized Exchange Token,DEX,18
dragonsoultoken.near,Dragon Soul,DGS,18
dia-1144.meme-cooking.near,DeAiCember,DIA,18
dick.tkn.near,DECENTRALIZED DICK,DICK,18
dietbot.aidols.near,DietBot 🤖: The Artificial Beverage Advisor,DietBot,24
dill.token0.near,dill,DILL,18
dipnear.aidols.near,Dip Near Strategist,DIPNEAR,24
disc.tkn.near,$DISC Token,DISC,18
disknft.deltabot.near,DeltaDisk,DISK,18
disk.tkn.near,Obxium Disk,DISK,0
deadkingscontracts.near,Dead Kings,DK,24
238fg0nu200g6.cszx45lb2k18.kavaland.near,DKAVA,DKAVA,4
2rx6ey41ip46d.3c3g193ohnoyv.kavaland.near,DKAVA,DKAVA,4
davidleertesttoken.laboratory.jumpfinance.near,David Leer Test Token,DLEER,18
dlove.tkn.near,DRAGONLOVE,DLOVE,18
dmf.tkn.near,Damof,DMF,18
dmtr.tkn.near,DMYTRO,DMTR,18
dna.tkn.near,DNA,DNA,18
dnb-1034.meme-cooking.near,DONOTbuyPlease,DNB,18
dnc.tkn.near,Republican National Committee ,DNC,18
dndtest.near,DNT Token,DNT,8
dog.token0.near,Twu,DOG,18
dog.tkn.near,Dog Meme Coin,DOG,18
dog.tkn.near,Dog Meme Coin,DOG,18
dogc-392.meme-cooking.near,DogCash,DOGC,18
doge.omft.near,Dogecoin,DOGE,8
doge1.token0.near,Dogecoin,DOGE,18
doge.tkn.near,doge,DOGE,18
doge20.token0.near,Dogecoin20,DOGE20,18
dogedandy.aidols.near,Dogecoin Dandy,DogeDandy,24
dogenear.tkn.near,Doge on NEAR,DOGENEAR,18
doggef.tkn.near,Dogge Father,DOGGEF,18
dogriot.gra-fun.near,Riot Canine,dogriot,24
dogs.token0.near,Real Dogs House,DOGS,18
dogs1.token0.near,Dogs on Near,DOGS,18
dogsheng.tkn.near,spittor,dogsheng,18
dogshit-1408.meme-cooking.near,Dog Shit Coin,DOGSHIT,18
shit.0xshitzu.near,Shitzu Validator Reward,DOGSHIT,24
dogshit.token0.near,DOGSHIT,DOGSHIT,18
dolcat.gra-fun.near,Catfessor 2.0,dolcat,24
dolgs.aidols.near,Aidolgs,dolgs,24
dolphin.thundertkn.near,dolphin,DOLPHIN,18
dom-1568.meme-cooking.near,DomAI,DOM,18
donaldtrump.token0.near,TRUMP,DONALDTRUMP,18
done-1212.meme-cooking.near,D.O.N.E,DONE,18
done-1213.meme-cooking.near,D. O. N. E.,DONE,18
done-1226.meme-cooking.near,D.O.N.E,DONE,18
42.contract.portalbridge.near,DONK,DONK,5
donnabella-370.meme-cooking.near,Donna Bella,DonnaBella,18
donor-1517.meme-cooking.near,The Donor Foundation,DONOR,2
dont.tkn.near,Don't Touch This,DONT,18
donut.tkn.near,Donut,DONUT,18
doodoo.tkn.near,doodoo,doodoo,18
a4f9cec920ca520a7feb2c3a63050e08967bc111.factory.bridge.near,Doom,DOOM,4
token.doubleon.near,DOUBLE,DOUBLE,24
doublecat.tfactory.near,Double Cat,DOUBLECAT,18
doublecats.token0.near,Double Cats DC,DOUBLECATS,18
dpanda.tkn.near,Dope Panda,DPANDA,18
dpg.aidols.near,DOPPELGOONGERS,DPG,24
drabbit.tfactory.near,Double Rabbit,DRABBIT,18
uster.near,Silver Dragon,Dragon,0
dragon.tkn.near,Black Dragon,DRAGON,18
dragoneggsmeme.near,$Dragon Egg Rewards (https://dragoneggs.xyz),DragonEggs.xyz,24
drags-1124.meme-cooking.near,THE DRAGON SWAP TOKEN,DRAGS,18
drai.aidols.near,DRAGON AI APP TOKEN,DRAI,24
ndcdrama.near,Drama,DRAMA,8
drama.tkn.near,DRAMA,DRAMA,18
dream.tkn.near,Eugene THE DREAM,DREAM,18
drgl.token0.near,Dragon Gold,DRGL,18
drib.gra-fun.near,Ribb by Dric Studio,drib,24
drip.popula.near,Popula Drip,DRIP,24
drq.token0.near,Dark Queen,DRQ,18
drv.tkn.near,Dragon Verse,DRV,18
537a9095b78517597b5f2058edcd6e1978095909.factory.bridge.near,Design,DSGN,4
dsward.token0.near,Double Swards,DSWARD,18
dtest.tkn.near,Docs Test Token,DTEST,18
du.tkn.near,Baidu Token,DU,18
goerner.near,digital Ducks,duck,0
duck.tkn.near,DUCK,DUCK,18
ganjireb.near,Digital Ducks,DUCK,0
duck50k.gra-fun.near,XRPL 50K DUCL,duck50k,24
29.contract.portalbridge.near,Ducker,DUCKER,8
duct-1078.meme-cooking.near,DUCT,DUCT,18
duct-1081.meme-cooking.near,DUCT TAPE,DUCT,18
dude.token0.near,Lebowski,DUDE,18
duelnetwork.near,Duel Network Token,DUEL,18
duelx.near,Duelx Token,DUELX,18
duello.near,Duello,DUO,8
duplo.gra-fun.near,Duplo Yupland,DUPLO,24
duro.token0.near,Duro,DURO,18
durov.token0.near,FREE DUROV!,DUROV,18
fake4-dusn.near,dUSN,DUSN,18
dust.naramunzdev.near,Dust,Dust,6
dwlai.gra-fun.near,AI Wanderer,dwlai,24
ea.token0.near,EA SPORTS,EA,18
ear.tknx.near,EAR,EAR,18
ear.token0.near,Donald's Ear,EAR,18
earthchange.tkn.near,earthChange,EARTHCHANGE,18
earthchange.near,earthChange,EARTHCHANGE,0
eb.gra-fun.near,$EBLAN,EB,24
ebb.aidols.near,EmbarrassBot,EBB,24
eboy.aidols.near,Easy Boy,EBOY,24
ecc.tkn.near,EcoCoin,ECC,18
echoai.aidols.near,EchoInclusivo,EchoAI,24
ecto.token0.near,TEST JUICE,ECTO,18
edildo.tkn.near,Elondildo.com,Edildo,5
edward-367.meme-cooking.near,SNOWDENEAR,EDWARD,18
eelea-244.meme-cooking.near,EELEA,EELEA,5
eepic.aidols.near,EventEpic,EEpic,24
effghjj.token0.near,arvjikmbv,EFFGHJJ,18
egg.tkn.near,Digital Egg Coin,EGG,18
eghelp.gra-fun.near,HelpElon,eghelp,24
pfokacshdols.9hyeq05gleig.kavaland.near,ekava,ekava,4
elantrn.gra-fun.near,Elantra Nitro,elantrn,24
elephant.tfactory.near,King Elephant,ELEPHANT,18
elephant2.tfactory.near,Elephant2,ELEPHANT2,18
elephant3.tfactory.near,Elephant3,ELEPHANT3,18
elephant4.tfactory.near,Elephant4,ELEPHANT4,18
elephant5.tfactory.near,Elephant5,ELEPHANT5,18
elephant6.tfactory.near,Elephant6,ELEPHANT6,18
elixir.l2e.near,LandtoEmpire.com game ELIXIR!,ELIXIR,0
elnape.gra-fun.near,Elon Ape Currency,elnape,24
elon.tkn.near,ELON,ELON,18
elonmusk.tkn.near,"When something is important enough, you do it even if the odds are not in your favor.",ELONMUSK,0
elsm.tkn.near,Elisium,ELSM,2
380291a9a8593b39f123cf39cc1cc47463330b1f.factory.bridge.near,Elite Swap,ELT,18
elt.tkn.near,Extemporaneous Life,ELT,18
emj.token0.near,CryptoEmoji,EMJ,18
emma.tkn.near,Emma DAO,emma,18
end.aidols.near,The end is NEAR,END,24
7f5c4aded107f66687e6e55dee36a3a8fa3de030.factory.bridge.near,Endemic,END,18
endx.near,endX,ENDX,6
enigma-855.meme-cooking.near,The Enigma Project,Enigma,18
a07671ee6319bb5f284d86ffcc67ce430f14fdf1.factory.bridge.near,Enpower,ENP,18
erx.aidols.near,EventRunnerX,ERX,24
esss.tkn.near,Endlesss,ESSS,18
estates.hub.near,NEAR Hub Estates,ESTATES,24
arb.omft.near,Ethereum,ETH,18
eth.omft.near,Ethereum,ETH,18
eth.tfactory.near,ETH,ETH,18
base-native.duse.near,Ethereum,ETH,18
arbitrum-native.duse.near,Ethereum,ETH,18
eth-native.duse.near,Ethereum,ETH,18
base.omft.near,Ethereum,ETH,18
bsc-0x2170ed0880ac9a755fd29b2688956bd959f933f8.omft.near,Binance-Peg Ethereum Token,ETH,18
eth.tkn.near,Ether,ETH,18
johnwickpepeinu.near,JohnWickPepeInu,ETHEREUM,18
ets.tkn.near,ETS,ETS,18
43d679b077bb7322e866fd0c96dfe83a9f2b00942a2dc9635b9b4000ffc47790,Exabits Voucher,EUSD,18
euthk9.gra-fun.near,K9 Euthanasia,euthk9,24
evented.aidols.near,Eventual Eddie,EventEd,24
eventsynth.aidols.near,EventSynth,EventSynth,24
evilcat.token0.near,Evil Cat,EVILCAT,18
evona.gra-fun.near,Evo for Near Addresses,EVONA,24
evtbyte.aidols.near,Eventura Byte,EvtByte,24
982015d895cc3a5abbbf6a979bbac772cee30f4f6454781ce61967468ae4a828,Example NEAR fungible token,EXAMPLE,24
ft.user.zep-us.near,Example NEAR fungible token,EXAMPLE,24
monstercreator.near,Example NEAR fungible token,EXAMPLE,24
ft.purefi_main.near,Example NEAR fungible token,EXAMPLE,24
88db7b49478b103b00a39c0816ac7bf9666151b38b9d7e4b72e56fc23308acb7,Example NEAR fungible token,EXAMPLE,24
exbla.token0.near,EXTRA BLACK ,EXBLA,18
executive.tkn.near,Executive,EXECUTIVE,0
7b5b3791408b20506312be6b3f39593d34f5554986fd5dc67c8991beb525aa0b,Example Token Name,EXLT,8
ft-example.lantstool.near,Example Token Name,EXLT,8
rustftexample.near,Example Token Name,EXLT,8
john31337.near,EXZ NEAR fungible token,EXZ,24
ezbun.gra-fun.near,Simply Bun,ezbun,24
f3rank.gra-fun.near,Frank X3,f3rank,24
fade.token0.near,DONT FADE,FADE,18
fadeup.gra-fun.near,Shade Once More,fadeup,24
fakehot.aidols.near,Fake Hot Intelligence,FAKEHOT,24
818f49467021bdaadae69e071e79ad2fd7226a1e.factory.bridge.near,FAME,FAME,18
fan.tkn.near,FanClub Token,FAN,6
far.tkn.near,FAR,FAR,8
far.token0.near,Few and Far Token,FAR,18
suchfar.near,FAR,FAR,24
farmernear-231.meme-cooking.near,Serious Farmer,farmerNear,18
fastmc.gra-fun.near,Speedy Cover,fastmc,24
fatcat.tkn.near,FatCat,FATCAT,16
token.everyone_eats_entertainment.near,FEAST Cals,FCAL,24
ft.everyone_eats_entertainment.near,FEAST Cals,FCAL,24
fdog.tfactory.near,Fun Dog,FDOG,18
fdv.token0.near,FreeDurov,FDV,18
feelspepe.near,Feels Good Man,FEELS,4
fehu.tkn.near,Fehu token,FEHU,18
feral.tkn.near,Feral,FERAL,18
fetch.aidols.near,FetchCoin,FETCH,24
fexu.tkn.near,Style_fexu,Fexu,18
fffc.tfactory.near,F Cat,FFFC,18
fft.tkn.near,IsThisFFT,FFT,9
fglite.aidols.near,FogoFlare,FGLite,24
fhuman.tfactory.near,Fun Human,FHUMAN,18
financialdevelopment.tkn.near,BBB,financialdevelopment,5
finsol.aidols.near,Solana is Finished,Finsol,24
firerune.tkn.near,FIRE RUNE,FIRERUNE,9
first.tkn.near,First token,FIRST,18
flash9.gra-fun.near,BLITZ,flash9,24
flct.tkn.near,Falcon Token,FLCT,0
fldrm.gra-fun.near,Meme Archive,fldrm,24
flea.token0.near,Flea,FLEA,18
flfytda.gra-fun.near,Fluffy Cloud,flfytda,24
flip.gra-fun.near,Flip - Near,Flip,24
flobo.tkn.near,Flobo,FLOBO,18
floki.tkn.near,FLOKINEAR,FLOKI,18
base-0xa5c67d8d37b88c2d88647814da5578128e2c93b2.omft.near,FMS Token,FMS,18
fnear.aidols.near,FentaNEAR,FNEAR,24
fnear.token0.near,Fuck NEAR,FNEAR,18
finarix.near,Finarix,FNRIX,8
fomo.tkn.near,Fear Of Missing Out,FOMO,8
fomo-336.meme-cooking.near,FOMO,FOMO,18
fools.tkn.near,April Fools' Day,FOOLS,18
fpibank.gra-fun.near,FPIBANK,FPIBANK,24
fradao.tkn.near,fraDAO,fradao,18
frai.gra-fun.near,Franklin AI,FRAI,24
frdm.token0.near,Freedom,FRDM,18
freedurov.token0.near,FreeDurov,FREEDUROV,18
freedurov1.token0.near,FREEDUROV,FREEDUROV,18
frigg.tkn.near,frigg,frigg,18
frijoles.dagro.near,Frijoles,FRIJOLES,6
fritz.tkn.near,FRITZ,FRITZ,18
frosty23.gra-fun.near,Chilly Lunar Guy,frosty23,24
ftai.tknx.near,Farmer Token,FTAI,18
fucku.token0.near,Metapool and mitte is shit,FUCKU,18
fud.tkn.near,Fudlow,FUD,18
fue.tkn.near,Fundamental Unit of Evolution,FUE,18
fuel.token0.near,Fuel,FUEL,18
fun.tfactory.near,Fun Coin,FUN,18
25f95af3e612d993258a6781d4b5ab37e0a0cbb9f8ed3b21e10e08f99e6682c4,My Funny Token :-),FUNNYT,0
fusd.tkn.near,Fei USD,FUSD,18
fusex.token0.near,SAFU SEX,FUSEX,18
futured.gra-fun.near,PUPPER,futured,24
fuuf.token0.near,FufWifDiaper,FUUF,18
fx.tkn.near,FX,fx,18
fyc.gra-fun.near,MemeFlex,fyc,24
fym.token0.near,FuckYouMeme,FYM,18
gachi.tkn.near,gachinuchi,GACHI,18
gai.gra-fun.near,GAi,GAi,24
gamblit.gra-fun.near,Gambling Adventure,gamblit,24
game.tkn.near,Game Coin,GAME,4
gary.gra-fun.near,GaryG,Gary,24
gashish.token0.near,Voskresenski,GASHISH,18
gay.token0.near,GAY,GAY,18
gayllia.aidols.near,Gaily Intelligence Agent,GAYLLIA,24
gb123.aidols.near,Giggle-Bot,GB123,24
gbnm.gra-fun.near,Goblin gnome,GBNM,24
gbt.aidols.near,GlitzBot,GBT,24
gbuddy.aidols.near,GigaBuddy,GBuddy,24
gbull-322.meme-cooking.near,GBULL,GBULL,18
gc25.token0.near,2025 God Candle,GC25,18
gchmpe.gra-fun.near,Gatsby's Charm,gchmpe,24
gdarai.tkn.near,Golden DarAi,GDarai,0
gdngood.gra-fun.near,Silence is Golden,gdngood,24
gdw.tkn.near,Guan Dian Wang,GDW,18
guandianwang.near,Guan Dian Wang,GDW,0
roysun.near,Guan Dian Wang,GDW,8
gems.l2e.near,LandtoEmpire.com game GEM!,GEM,4
genesis.tknx.near,Genesis,GENESIS,18
gg.gra-fun.near,GraNear,Gg,24
ggb.tkn.near,GieGie,GGB,18
test-token.near,Team Token FT Tutorial,ggg,24
0aba5a2ac97e175d8b2c38b2aa7098515effe6de09f46d97e9a747f59c36c36a,ttt,ggg,18
gh.token0.near,GH Generated,GH,18
ghole.tkn.near,PEPE GLORYHOLE,GHOLE,18
ghosttoken.near,Ghost Token,GHOST,6
gift.token0.near,Giftonnear,GIFT,18
gig.aidols.near,GIGA,GIG,24
gig.token0.near,LAUGHLAUNCH.COM,GIG,18
v1.tonic-perps.near,Tonic Index LP Token,GIN,18
girl.gra-fun.near,Hot Girl,Girl,24
gladiam.gra-fun.near,thankful purchase,gladiam,24
gld.tkn.near,GOLD standard,GLD,18
glg.tkn.near,glg token,GLG,18
gmbrain.gra-fun.near,GeniusMind,gmbrain,24
gme.tkn.near,GME,GME,8
gms.tkn.near,GAMES,GMS,18
arb-0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a.omft.near,GMX,GMX,18
gn.token0.near,goodnight,GN,18
gn.gra-fun.near,GraNear,GN,24
gnear-229.meme-cooking.near,gnear,gnear,18
gnosis-0x9c58bacc331c9aa871afd802db6379a98e80cedb.omft.near,Gnosis Token on xDai,GNO,18
gnu.tkn.near,ICGNU,GNU,18
gnuff-283.meme-cooking.near,gnuff 🧇,gnuff,18
goal.aidols.near,GOAL REF V11.10,GOAL,24
goat.token0.near,Vault Boy,GOAT,18
god.gra-fun.near,GraNear,god,24
godl.tkn.near,Godl Dragon,Godl,18
godz.aidols.near,G0dzilla_AI,GODZ,24
godzilla.token0.near,GODZILLA,GODZILLA,18
go-gn.gra-fun.near,GraNear,go-gn,24
gold.tkn.near,Gold,GOLD,10
gold.aidols.near,Golden Chained Illia AI,GOLD,24
gold.l2e.near,LandtoEmpire.com game GOLD!,GOLD,0
golddigger.tkn.near,GOLD,Golddigger,10
google.token0.near,Google,GOOGLE,18
goon.aidols.near,GOON Protocol ,Goon,24
gooner.token0.near,NEAR IS GOONER,GOONER,18
gooner-1599.meme-cooking.near,The Gooners,GOONER,18
goose.tkn.near,Goose,GOOSE,18
gorilum.gra-fun.near,Young Ape,gorilum,24
goth.aidols.near,ScoreSpectre,GOTH,24
goti.token0.near,göntlet,GOTI,18
goudvis.tkn.near,Goudvis,GOUDVIS,18
gp.token0.near,GProk,GP,18
gpapa.aidols.near,Gold Papa,GPAPA,24
gpep.aidols.near,Golden PEPE,GPEP,24
grabbed-276.meme-cooking.near,$GRABBED,GRABBED,18
graff.tkn.near,graffiti,GRAFF,18
grag.gra-fun.near,GRAgon,GRAG,24
grand.token0.near,Holide,GRAND,18
granold.gra-fun.near,Graminator,GraNold,24
grav.gra-fun.near,GrrA Viking,GRAV,24
grbl.gra-fun.near,GRABLYA,GRBL,24
gre.tkn.near,Grey,GRE,18
grecha.tkn.near,GRECHA,GRECHA,3
gri.gra-fun.near,Garri,GRI,24
grill.gra-fun.near,GRILL,GRILL,24
grillboy.gra-fun.near,GRILL,GRILLBOY,24
grillman.gra-fun.near,GRILL,GRILLMAN,24
grind-1163.meme-cooking.near,GRIND,GRIND,18
grind.token0.near,Steady Grinding ,GRIND,18
grind.tkn.near,Grind,GRIND,18
grind1.token0.near,GRIND MEMES,GRIND,18
grind-605.meme-cooking.near,GRIND,GRIND,18
grishko.token0.near,Kak Ge Zaebal Grishko,GRISHKO,18
grk.gra-fun.near,GrokCoin,GRK,24
grnlgn.gra-fun.near,Gurren Laggan,GrnLgn,24
grok.gra-fun.near,Grok,Grok,24
grokcoin.near,GROK coin,GROK,18
groot.gra-fun.near,groot,Groot,24
groove.tkn.near,Groove,GROOVE,18
gtf.aidols.near,gTrumpifier,gTF,24
gtfier.aidols.near,gTrumpifier,GTfier,24
gtifr.aidols.near,gTrumpifier,GTIFR,24
mainneardev1.near,Team Token FT Tutorial,gtNEAR,24
gtrump.aidols.near,gTrumpifier,GTRUMP,24
gtrump-1548.meme-cooking.near,GTRUMP,GTRUMP,18
gtrump-3.aidols.near,gTrump Gladiator,GTRUMP,24
gtrx.aidols.near,Cryptorumpus,gTRX,24
gus.tkn.near,GUS,GUS,18
288f5c0fc03d073378d004201129bc145a4a82fc.factory.bridge.near,GREATWANGJING,GWJ,18
2426ozgpakxrc.33nt48m4jzsc2.kavaland.near,GxUCA,GxUCA,4
gymray-1245.meme-cooking.near,GYMRAY ,GYMRAY,18
gz.tkn.near,Guangzhou,GZ,18
gza.tkn.near,Gazua,GZA,18
hachi.token0.near,Hachiko,HACHI,18
hachi1.token0.near,ハチワレ,HACHI,18
hajimi.tkn.near,HAJIMI,hajimi,18
hajimitknx.tknx.near,hajimitknx,hajimitknx,18
hak.tkn.near,Hakuna Matata,HAK,18
haloutc.near,H.A.L.O. Utility Token,HALO,0
happy-786.meme-cooking.near,happy cat,HAPPY,18
happybirthday.tkn.near,Happy Birthday!,HAPPYBIRTHDAY,0
happyfathersday.tkn.near,Happy Father's Day!,HAPPYFATHERSDAY,0
happymothersday.tkn.near,Happy Mother's Day!,HAPPYMOTHERSDAY,0
