"TX_HASH","RECEIPT_OBJECT_ID","BLOCK_ID","BLOCK_TIMESTAMP","RECEIPT_INDEX","CHUNK_HASH","RECEIPT_ACTIONS","EXECUTION_OUTCOME","RECEIPT_OUTCOME_ID","RECEIVER_ID","SIGNER_ID","RECEIPT_TYPE","GAS_BURNT","STATUS_VALUE","LOGS","PROOF","METADATA","RECEIPT_SUCCEEDED","ERROR_TYPE_0","ERROR_TYPE_1","ERROR_TYPE_2","ERROR_MESSAGE","_LOAD_TIMESTAMP","_PARTITION_BY_BLOCK_NUMBER"
"5MddvyskKTjuJBQLdiWSroz8EECsqddG38XWJbt4RzPR","12JxRggMGTuCqt3892vFu7zrGyCLLDpm9Jq73poRaArD","81284327","2022-12-23 12:04:17.324","0","1mfETG2axKVggFfCfUbEya89oBybyt3nuha2QwMrJRW","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""65e57a2201cfbb9e10f0fe52b036aebfe1ea7b80244d6ffb00c645a9e63d9c12"",""signer_public_key"":""ed25519:7rm8SA7XrTRFsBXhMmAcPhycqrqo9fkob66Rr8LFfNd7""}},""receipt_id"":""12JxRggMGTuCqt3892vFu7zrGyCLLDpm9Jq73poRaArD"",""receiver_id"":""65e57a2201cfbb9e10f0fe52b036aebfe1ea7b80244d6ffb00c645a9e63d9c12""}","{""block_hash"":""BCboirxdLrQkwhp42R3Z9aLX529hEhhE8UqxyoVGHRsv"",""id"":""12JxRggMGTuCqt3892vFu7zrGyCLLDpm9Jq73poRaArD"",""outcome"":{""executor_id"":""65e57a2201cfbb9e10f0fe52b036aebfe1ea7b80244d6ffb00c645a9e63d9c12"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""AoNDtFXLdnpWkmwjGgsQ6yxDpgHZ22kPbm5UcB9Mvvvg""},{""direction"":""Left"",""hash"":""aB6J3KZ3xKxrRmB3Xv1cbsLCGgCNFuwg8HD9gTs5TUa""},{""direction"":""Right"",""hash"":""2rvx5HeokUh7DF4JKbKBy1okys3joAD7ghp2nMcPKe46""}]}","[]","65e57a2201cfbb9e10f0fe52b036aebfe1ea7b80244d6ffb00c645a9e63d9c12","65e57a2201cfbb9e10f0fe52b036aebfe1ea7b80244d6ffb00c645a9e63d9c12","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""AoNDtFXLdnpWkmwjGgsQ6yxDpgHZ22kPbm5UcB9Mvvvg""},{""direction"":""Left"",""hash"":""aB6J3KZ3xKxrRmB3Xv1cbsLCGgCNFuwg8HD9gTs5TUa""},{""direction"":""Right"",""hash"":""2rvx5HeokUh7DF4JKbKBy1okys3joAD7ghp2nMcPKe46""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81280000"
"396yyyLgZFzpxbbYZ6nwjB4EUEVutPtRTBkj6ZFD9yEh","DyhC4G85iTUUvBdgAs6adrqQjQS5tr2fHNLFKV1nkM7t","81289352","2022-12-23 13:49:20.715","0","2Jier645wbWMAnaNcDTmihHoTfPC4jScp5vV3jYB6P9K","{""predecessor_id"":""3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1"",""signer_public_key"":""ed25519:4WbMNvvWPy3bPwLrBsxvtKLFkM5PJy2nw5SsC31mKwyA""}},""receipt_id"":""DyhC4G85iTUUvBdgAs6adrqQjQS5tr2fHNLFKV1nkM7t"",""receiver_id"":""aurora""}","{""block_hash"":""7otr3YXwEdC2NXL6yyuAaTQSt12RPYkXqXKQFCzut5Cq"",""id"":""DyhC4G85iTUUvBdgAs6adrqQjQS5tr2fHNLFKV1nkM7t"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""6a2fLcoXCiiaUtggQ5NhCnGKvEpFSqd2dewCvhCGrzaw""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""BxDUswMvP7kothRY4GoHuFDZHac9TBw4QtLdfoxAmm91""}]}","[""6a2fLcoXCiiaUtggQ5NhCnGKvEpFSqd2dewCvhCGrzaw""]","aurora","3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""BxDUswMvP7kothRY4GoHuFDZHac9TBw4QtLdfoxAmm91""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81280000"
"396yyyLgZFzpxbbYZ6nwjB4EUEVutPtRTBkj6ZFD9yEh","6a2fLcoXCiiaUtggQ5NhCnGKvEpFSqd2dewCvhCGrzaw","81289353","2022-12-23 13:49:21.100","4","Bth9p1j2jRM5799Tm9AZrn5bs9LDxHv2RnxfMQE3bWvg","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1"",""signer_public_key"":""ed25519:4WbMNvvWPy3bPwLrBsxvtKLFkM5PJy2nw5SsC31mKwyA""}},""receipt_id"":""6a2fLcoXCiiaUtggQ5NhCnGKvEpFSqd2dewCvhCGrzaw"",""receiver_id"":""3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1""}","{""block_hash"":""97zrZGvxougRc4o9bqemJcPzp2ANUf6JYXZ6K3xuijNr"",""id"":""6a2fLcoXCiiaUtggQ5NhCnGKvEpFSqd2dewCvhCGrzaw"",""outcome"":{""executor_id"":""3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""31EcncwpAVUrzJZXp3Yxx2VrECB67bQu1GiFmZgVgRb6""},{""direction"":""Left"",""hash"":""31BSfNnv6g4wXhGz5ACGtVoNWTGtCtfa4dXG6RvZ3whQ""},{""direction"":""Right"",""hash"":""7FhSKSKFMijN4ZocAk3W8ShjDZcc7SKmGSTFRmK7XvmA""},{""direction"":""Left"",""hash"":""2t6FcW79AAbCfwuxzybTguhvs6kTq6mV9YjLC5DuYy3q""}]}","[]","3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1","3427bed4bc11beb4206779f174250beb1878b099e4068a869c1d9780254413e1","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""31EcncwpAVUrzJZXp3Yxx2VrECB67bQu1GiFmZgVgRb6""},{""direction"":""Left"",""hash"":""31BSfNnv6g4wXhGz5ACGtVoNWTGtCtfa4dXG6RvZ3whQ""},{""direction"":""Right"",""hash"":""7FhSKSKFMijN4ZocAk3W8ShjDZcc7SKmGSTFRmK7XvmA""},{""direction"":""Left"",""hash"":""2t6FcW79AAbCfwuxzybTguhvs6kTq6mV9YjLC5DuYy3q""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81280000"
"AUk56TXDdurtN6Uvu4AR93iLitthSzC8FDwmCjQM3FJc","8N8i2uB9X2R1EvE1roxvR2oB32JNAzcnygNVDEgCHkHu","81292727","2022-12-23 15:01:01.585","0","Go7JXWDmjEhYZQ4LdvpyBwJ4CckyL5ZR4pSURJQirQBX","{""predecessor_id"":""0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2"",""signer_public_key"":""ed25519:21jyZkLsSUSCvSswMwBE6eY8BU3mnvNrfsjtFywtAQru""}},""receipt_id"":""8N8i2uB9X2R1EvE1roxvR2oB32JNAzcnygNVDEgCHkHu"",""receiver_id"":""aurora""}","{""block_hash"":""ECZuMarcX6JgUE3XXFBuoJ5eTkgkyrBRW1b5iSY7ZtMy"",""id"":""8N8i2uB9X2R1EvE1roxvR2oB32JNAzcnygNVDEgCHkHu"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""Fp2r6rCCxutT7tHnrBY8aABxX3cBMpLKmUWCx7ve7gg5""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""8RhmgKu4MTuXfRV9ZfRUTqCr6A3tVotUvnr6M13Y9qSf""}]}","[""Fp2r6rCCxutT7tHnrBY8aABxX3cBMpLKmUWCx7ve7gg5""]","aurora","0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""8RhmgKu4MTuXfRV9ZfRUTqCr6A3tVotUvnr6M13Y9qSf""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81290000"
"AUk56TXDdurtN6Uvu4AR93iLitthSzC8FDwmCjQM3FJc","Fp2r6rCCxutT7tHnrBY8aABxX3cBMpLKmUWCx7ve7gg5","81292728","2022-12-23 15:01:02.492","0","AgiAptf8b1dqhwYbv7cbJ8XVHPPW5QXUmuKZckq2Gegw","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2"",""signer_public_key"":""ed25519:21jyZkLsSUSCvSswMwBE6eY8BU3mnvNrfsjtFywtAQru""}},""receipt_id"":""Fp2r6rCCxutT7tHnrBY8aABxX3cBMpLKmUWCx7ve7gg5"",""receiver_id"":""0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2""}","{""block_hash"":""6tjR8U46pdXKD8eBU48FYH3NdMA4Z2rLZ7YwuP39KNzH"",""id"":""Fp2r6rCCxutT7tHnrBY8aABxX3cBMpLKmUWCx7ve7gg5"",""outcome"":{""executor_id"":""0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""FcSpgWrGER7RJNH9tmXAdqgvu6JsreBPW9k4CBoNn7ae""},{""direction"":""Left"",""hash"":""CfGHMa5Z1uViNV6MrQY19HNQgU8JL46aHbVzA9Zgno3M""},{""direction"":""Right"",""hash"":""2qD7rmKnndNQqmoEv7pnFBh4GCpNDAY43wsLzkPduEkU""},{""direction"":""Right"",""hash"":""4k7D41jFAxn9BiC9e6nSXQSJTH8HaBjUW5p1SHyrQkSd""}]}","[]","0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2","0f0c47798e763c023fb3945eaa2542a661a55170d7b6e5f84f417666dfb97ee2","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""FcSpgWrGER7RJNH9tmXAdqgvu6JsreBPW9k4CBoNn7ae""},{""direction"":""Left"",""hash"":""CfGHMa5Z1uViNV6MrQY19HNQgU8JL46aHbVzA9Zgno3M""},{""direction"":""Right"",""hash"":""2qD7rmKnndNQqmoEv7pnFBh4GCpNDAY43wsLzkPduEkU""},{""direction"":""Right"",""hash"":""4k7D41jFAxn9BiC9e6nSXQSJTH8HaBjUW5p1SHyrQkSd""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81290000"
"5oHMvD8U7rwrHw3Q3dA1RkYVyezxG63h1CuzuHRwdApw","7csZh3rqEhaRRtPH7VbwcuRwvpzNg18ZDKNkMN9UPruH","81304997","2022-12-23 19:24:53.744","2","ARkNzjxhwZWLp4nkZu18uF76h5WHGuXZ5wRGpTNQH3aT","{""predecessor_id"":""zennie.near"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""zennie.near"",""signer_public_key"":""ed25519:Ek7djnWpEcwfgxZ61yhxyBwkeXBrbGEVLzB7TJEm8KYT""}},""receipt_id"":""7csZh3rqEhaRRtPH7VbwcuRwvpzNg18ZDKNkMN9UPruH"",""receiver_id"":""token.elcafecartel.near""}","{""block_hash"":""5BFH4FMw4CQwyfcDZDpRFrR5Qqc2FNDLWWHqDVAW4Udp"",""id"":""7csZh3rqEhaRRtPH7VbwcuRwvpzNg18ZDKNkMN9UPruH"",""outcome"":{""executor_id"":""token.elcafecartel.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""8YGH3VtPPJMMNuv9DF7jvf3hNcjCA57aDSqk9iPGYLUG""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""5ug2Jfr8QW1xKoQb8iKjtcTcB5arEjcjUB1Qu8CMyRrB""},{""direction"":""Left"",""hash"":""5bEkT4dD9oKQAmYMoPZo5eWTDTVwhTLobxfKqef2hfqd""},{""direction"":""Left"",""hash"":""7g7tshKvatRZp7zwcL6zTk9QEJAQcqBt1LDssmCYbMe7""},{""direction"":""Right"",""hash"":""2MKZV4XTpXwzXK3Tg2uYedCMAfjVXUqgAqRYKEY8wEtr""}]}","[""8YGH3VtPPJMMNuv9DF7jvf3hNcjCA57aDSqk9iPGYLUG""]","token.elcafecartel.near","zennie.near","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""5ug2Jfr8QW1xKoQb8iKjtcTcB5arEjcjUB1Qu8CMyRrB""},{""direction"":""Left"",""hash"":""5bEkT4dD9oKQAmYMoPZo5eWTDTVwhTLobxfKqef2hfqd""},{""direction"":""Left"",""hash"":""7g7tshKvatRZp7zwcL6zTk9QEJAQcqBt1LDssmCYbMe7""},{""direction"":""Right"",""hash"":""2MKZV4XTpXwzXK3Tg2uYedCMAfjVXUqgAqRYKEY8wEtr""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 03:01:30.487","81300000"
"CAW8hRp7L2ToURwRwQVp6iGbM58uVJBwToCjkXUn3NeG","BEUZ1RYkbCV4LfWwfwixqe6tWrC7sdtpRKfAMXEy3ZC7","81731825","2022-12-29 14:58:06.372","7","G3CjcuVtuV7GrzADprL7gRwHqG73QJeAZMUGvu2s2eni","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""pro100skill.near"",""signer_public_key"":""ed25519:37zHpCbYR5ehRe147JFdmkSobShSX7LxedFeQSSyT4TL""}},""receipt_id"":""BEUZ1RYkbCV4LfWwfwixqe6tWrC7sdtpRKfAMXEy3ZC7"",""receiver_id"":""pro100skill.near""}","{""block_hash"":""7h2AWXguJhSe4Bz5y4SBi5yPEw4jNsy94bwAWkcTnqF"",""id"":""BEUZ1RYkbCV4LfWwfwixqe6tWrC7sdtpRKfAMXEy3ZC7"",""outcome"":{""executor_id"":""pro100skill.near"",""gas_burnt"":223182562500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""3ABsdPove7Q4K5PnAWr47FEgt7S3sDr71PbAc8punYAD""},{""direction"":""Right"",""hash"":""7sm8P5S5rshYPER2hjR1G3Y4JDav59hrdZu7ahy7Q19h""},{""direction"":""Right"",""hash"":""3UoyPKfoavTi3H5peKcpsLs8FC1YcemL1b9LEAXT55KP""},{""direction"":""Left"",""hash"":""EftSGjJbKz1NmeScxJfFxfczgahVZZ23QS6zE4Aai125""}]}","[]","pro100skill.near","pro100skill.near","action","223182562500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""3ABsdPove7Q4K5PnAWr47FEgt7S3sDr71PbAc8punYAD""},{""direction"":""Right"",""hash"":""7sm8P5S5rshYPER2hjR1G3Y4JDav59hrdZu7ahy7Q19h""},{""direction"":""Right"",""hash"":""3UoyPKfoavTi3H5peKcpsLs8FC1YcemL1b9LEAXT55KP""},{""direction"":""Left"",""hash"":""EftSGjJbKz1NmeScxJfFxfczgahVZZ23QS6zE4Aai125""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81730000"
"3XQhZyiFnWxqZ5ZSJYPV3wPznwjerubpw7H3hpyjAJ4B","9DKVdj7YBCi97GZFM9NF3kzLpCD4QAjBai6J2JQ8JQsR","81733197","2022-12-29 15:25:23.716","0","CoPUdJqvx3odYbrjDAjGqUZN1hRmoWnFjtWAYU2fEQS4","{""predecessor_id"":""172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c"",""signer_public_key"":""ed25519:2ZUMTwz7W58C3JDtLuQaiYJxMmN2b5161y6MnZV4BHB9""}},""receipt_id"":""9DKVdj7YBCi97GZFM9NF3kzLpCD4QAjBai6J2JQ8JQsR"",""receiver_id"":""aurora""}","{""block_hash"":""3KhABLQr7n75FeL3ZrUWypW5KbgkkSpCi7RW4PaRf5ib"",""id"":""9DKVdj7YBCi97GZFM9NF3kzLpCD4QAjBai6J2JQ8JQsR"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""E2qGgzRhUdCLXKhhpPmRaSAxLgXFrc1j9DjrGjFhyN35""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[]}","[""E2qGgzRhUdCLXKhhpPmRaSAxLgXFrc1j9DjrGjFhyN35""]","aurora","172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c","action","108059500000","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81730000"
"3XQhZyiFnWxqZ5ZSJYPV3wPznwjerubpw7H3hpyjAJ4B","E2qGgzRhUdCLXKhhpPmRaSAxLgXFrc1j9DjrGjFhyN35","81733198","2022-12-29 15:25:24.844","0","AJtQVuV8Soyc1LVrBCS9xE1soF6mbJDDPgpLN1LVr7Qo","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c"",""signer_public_key"":""ed25519:2ZUMTwz7W58C3JDtLuQaiYJxMmN2b5161y6MnZV4BHB9""}},""receipt_id"":""E2qGgzRhUdCLXKhhpPmRaSAxLgXFrc1j9DjrGjFhyN35"",""receiver_id"":""172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c""}","{""block_hash"":""D1j2gXCSBB4vVC684H3s6i8aefMzDh2AbAaXVn6PKohD"",""id"":""E2qGgzRhUdCLXKhhpPmRaSAxLgXFrc1j9DjrGjFhyN35"",""outcome"":{""executor_id"":""172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""CGH73zNPHMbomz8gaj4atfFMYTp5LRfS9WXQKrqR7oo""}]}","[]","172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c","172d3365a31b2f2c998a8ce571d72d2a602b6d809a392b8baead720f81f4654c","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""CGH73zNPHMbomz8gaj4atfFMYTp5LRfS9WXQKrqR7oo""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81730000"
"8B14AQt75uyLhPExvk8K9dJs71QWAou6y9CSEaSeDi28","DiK43t1ctkZNdvTDLqr8Nb5NRgKiWZeSjo6ZFncXdeBr","81734743","2022-12-29 15:54:39.107","1","6f9uXyWfyHVs8sbQfcHmqcDD6CnguuxEpyufEXCJzS8a","{""predecessor_id"":""9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d"",""signer_public_key"":""ed25519:BiWHAeJfx98qCLereqaW8pTSRB6xQRdjcAtCLSyXoSXW""}},""receipt_id"":""DiK43t1ctkZNdvTDLqr8Nb5NRgKiWZeSjo6ZFncXdeBr"",""receiver_id"":""usdt.tether-token.near""}","{""block_hash"":""GzSp37jax3swf3SatakHGvQked5DtqAMs483hr4WbLwE"",""id"":""DiK43t1ctkZNdvTDLqr8Nb5NRgKiWZeSjo6ZFncXdeBr"",""outcome"":{""executor_id"":""usdt.tether-token.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""9rpYCf6V1YWgokgc6BbY1qoi86ThLNkmPWRDLEgie86G""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Left"",""hash"":""8skbTJfUxgQ5DS68tehXrYSH1W8mJkJ4uNqfPzLFr5cW""},{""direction"":""Left"",""hash"":""HRyaVq7t12hTWpGqjQWj1NdKWg2t7JbUfRWJQNcFTpXN""},{""direction"":""Right"",""hash"":""4YuHBRDj6hWNmUbioPL2eLTwX3nE7oBybEEzLAPJMGBS""}]}","[""9rpYCf6V1YWgokgc6BbY1qoi86ThLNkmPWRDLEgie86G""]","usdt.tether-token.near","9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""8skbTJfUxgQ5DS68tehXrYSH1W8mJkJ4uNqfPzLFr5cW""},{""direction"":""Left"",""hash"":""HRyaVq7t12hTWpGqjQWj1NdKWg2t7JbUfRWJQNcFTpXN""},{""direction"":""Right"",""hash"":""4YuHBRDj6hWNmUbioPL2eLTwX3nE7oBybEEzLAPJMGBS""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81730000"
"8B14AQt75uyLhPExvk8K9dJs71QWAou6y9CSEaSeDi28","9rpYCf6V1YWgokgc6BbY1qoi86ThLNkmPWRDLEgie86G","81734744","2022-12-29 15:54:40.206","3","7EAWyLXAYU7Gq5LEXSS5G6qRu4KhsKPbqp5atB34qWTf","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d"",""signer_public_key"":""ed25519:BiWHAeJfx98qCLereqaW8pTSRB6xQRdjcAtCLSyXoSXW""}},""receipt_id"":""9rpYCf6V1YWgokgc6BbY1qoi86ThLNkmPWRDLEgie86G"",""receiver_id"":""9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d""}","{""block_hash"":""Gi3so4W7jc6nCaEWtsHYnkV7Qrx7tEWSosWkGt2agovH"",""id"":""9rpYCf6V1YWgokgc6BbY1qoi86ThLNkmPWRDLEgie86G"",""outcome"":{""executor_id"":""9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""744u6gUW3N3uaTcRRA5H4xq41jEJMH4EEfL9sxeau4yd""},{""direction"":""Left"",""hash"":""4E5hxXoLCYE3D3Z8h3Jx4WfbUqjSrkhKv6xL8tfEry5j""}]}","[]","9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d","9f36c9ba57fc62f4e25ed0cf13dc6910dc5bf9975651e1898149fc060eecbe3d","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""744u6gUW3N3uaTcRRA5H4xq41jEJMH4EEfL9sxeau4yd""},{""direction"":""Left"",""hash"":""4E5hxXoLCYE3D3Z8h3Jx4WfbUqjSrkhKv6xL8tfEry5j""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81730000"
